id,dep_delayed_15min
0,0.013123025186359882
1,0.03509382903575897
2,0.055849410593509674
3,0.24589627981185913
4,0.24547035992145538
5,0.08071319013834
6,0.04801955819129944
7,0.20831577479839325
8,0.13110987842082977
9,0.2639055848121643
10,0.2270502895116806
11,0.16372935473918915
12,0.06793205440044403
13,0.20186030864715576
14,0.0570688433945179
15,0.19272670149803162
16,0.052101727575063705
17,0.25264686346054077
18,0.5237379670143127
19,0.0068602426908910275
20,0.4142240881919861
21,0.039767637848854065
22,0.24170656502246857
23,0.1969405859708786
24,0.259621262550354
25,0.32497015595436096
26,0.007143381051719189
27,0.024510275572538376
28,0.2421639859676361
29,0.17430701851844788
30,0.10334785282611847
31,0.2935906648635864
32,0.07691796123981476
33,0.27672916650772095
34,0.39197197556495667
35,0.2501991391181946
36,0.19689589738845825
37,0.1548558473587036
38,0.1316898763179779
39,0.1976078301668167
40,0.1634848266839981
41,0.18844567239284515
42,0.17488284409046173
43,0.2883259356021881
44,0.13795895874500275
45,0.37578627467155457
46,0.006727464497089386
47,0.12666387856006622
48,0.5479782223701477
49,0.1117933988571167
50,0.5935372710227966
51,0.03322596475481987
52,0.3515606224536896
53,0.3695017099380493
54,0.2709319293498993
55,0.06553669273853302
56,0.2321448177099228
57,0.35479775071144104
58,0.07762407511472702
59,0.24850469827651978
60,0.15502066910266876
61,0.10110154002904892
62,0.1304062157869339
63,0.2574622333049774
64,0.15946541726589203
65,0.17238900065422058
66,0.010300776921212673
67,0.05000947043299675
68,0.12083557993173599
69,0.2797134220600128
70,0.00779521930962801
71,0.23026104271411896
72,0.2861863374710083
73,0.2919725477695465
74,0.36960387229919434
75,0.22363829612731934
76,0.099848672747612
77,0.14200721681118011
78,0.07419272512197495
79,0.12275061011314392
80,0.1695069968700409
81,0.13089624047279358
82,0.07047900557518005
83,0.2573454976081848
84,0.13930456340312958
85,0.0050861164927482605
86,0.07618845254182816
87,0.15461580455303192
88,0.30919474363327026
89,0.299767404794693
90,0.1872442364692688
91,0.34625789523124695
92,0.09623631834983826
93,0.10745549947023392
94,0.23541244864463806
95,0.15151795744895935
96,0.331510990858078
97,0.11204174160957336
98,0.259133905172348
99,0.2810531258583069
100,0.13575798273086548
101,0.18370802700519562
102,0.04388086497783661
103,0.23988310992717743
104,0.005666578188538551
105,0.08142278343439102
106,0.25927895307540894
107,0.029972389340400696
108,0.0779556855559349
109,0.14994361996650696
110,0.1963048130273819
111,0.2770370543003082
112,0.718485414981842
113,0.0244547501206398
114,0.03572647273540497
115,0.20455491542816162
116,0.0732964351773262
117,0.6459303498268127
118,0.06456072628498077
119,0.15807302296161652
120,0.3467176556587219
121,0.31146034598350525
122,0.2134251743555069
123,0.20731429755687714
124,0.14998859167099
125,0.029776783660054207
126,0.048260848969221115
127,0.023097380995750427
128,0.08465132862329483
129,0.4201486110687256
130,0.31285685300827026
131,0.10171531140804291
132,0.06106232851743698
