id,dep_delayed_15min
0,0.07038235846208048
1,0.0825108821163285
2,0.07370555418612751
3,0.23134250538646078
4,0.20562488334722734
5,0.09529080781519805
6,0.08094806348562594
7,0.2147852346983818
8,0.13513350094638968
9,0.2587172430157627
10,0.29566351436539756
11,0.2349998661559665
12,0.10599226420940686
13,0.257848802990146
14,0.09169560040706685
15,0.2291846785545287
16,0.09187514018743115
17,0.28656284529337966
18,0.3563881161383565
19,0.06492449294722408
20,0.1345441754012175
21,0.07036873982380555
22,0.25571642414057866
23,0.17007861052266324
24,0.31132360523259967
25,0.2845301356148813
26,0.06951201108078439
27,0.07445514516178407
28,0.37232229199780287
29,0.19508699023150503
30,0.13567773104145223
31,0.23314067314260403
32,0.07216661458380744
33,0.2923247672367725
34,0.3242529879387774
35,0.2613172675634904
36,0.20979212334952452
37,0.1871903261722423
38,0.11588237182269234
39,0.25347518586119383
40,0.1549381501741128
41,0.31116728800777227
42,0.21325205370942296
43,0.29526363606516215
44,0.16743573626674152
45,0.22800376826739407
46,0.0614305796965826
47,0.11942377874581613
48,0.32270577707835785
49,0.13699162050229852
50,0.3243392994978578
51,0.08340211622921484
52,0.16427999201216356
53,0.3130257153210404
54,0.3755570480382676
55,0.09551633184902239
56,0.18524517026715356
57,0.3201325656373549
58,0.10102935801855217
59,0.35755556907029634
60,0.10724162329335797
61,0.10842173760924259
62,0.1728591306136326
63,0.23204949069014003
64,0.18375894230249654
65,0.15200762703621185
66,0.07113874657439635
67,0.1324580602133303
68,0.11881950043851501
69,0.14975556092392872
70,0.07162992614844771
71,0.193927429179576
72,0.2592797539939242
73,0.16318708797684453
74,0.4392688715463911
75,0.2956727486233762
76,0.10226453242452854
77,0.133295379876156
78,0.10159492855445294
79,0.23007523840718974
80,0.19284740568166567
81,0.19143363863799837
82,0.09193949369575513
83,0.13196438545785402
84,0.11414568381305229
85,0.07000499326576005
86,0.09244729754087949
87,0.23880365220569047
88,0.16421874726140437
89,0.15218006462858047
90,0.2078095593518028
91,0.173830940329898
92,0.11866643235869985
93,0.12262212666664343
94,0.17383239416599508
95,0.1376386073524227
96,0.2664760291568863
97,0.04313547001527297
98,0.19232966895558545
99,0.26541702198283124
100,0.14867073851109677
101,0.20970948039540882
102,0.08108537957552674
103,0.24039240746333135
104,0.0631322368474699
105,0.10375055228848916
106,0.2167600855762117
107,0.09313497112335686
108,0.11802959353379841
109,0.25816826542373894
110,0.25942289818722386
111,0.19216823251203874
112,0.37878613657961213
113,0.07234775669187495
114,0.09432425549005748
115,0.13523282989208826
116,0.13033730538389607
117,0.37694636141848453
118,0.09108101734804566
119,0.15053452047475532
120,0.31976176764005687
121,0.23916830431426656
122,0.2956714660775393
123,0.2350060663998606
124,0.23753468854837936
125,0.08216881839269352
126,0.09408860799012221
127,0.07226835468795977
128,0.09538607829971624
129,0.412567009800053
130,0.372389076734612
131,0.13822420892850953
132,0.07321812744750755
133,0.11523038752915331
134,0.07085080953981582
135,0.35719269864421394
136,0.34497060704664007
137,0.19498381075220983
138,0.07401237527279488
139,0.09017186257770168
140,0.21496971583837016
141,0.14792334067896254
142,0.2063619032697737
143,0.34743692872319737
144,0.1332306468373143
145,0.350936615924098
146,0.18397922619009402
147,0.281529623374673
148,0.1051633581858331
149,0.37290099971017754
150,0.3146500577663586
151,0.2897517546911634
152,0.10669870454752692
153,0.16329240993549632
154,0.24255736308015857
155,0.1349383032092968
156,0.2597625237056055
157,0.1735252032370452
158,0.26891213506842376
159,0.07183468745140775
160,0.09325700582067434
161,0.28696537035370245
162,0.41535981382557785
163,0.12220328004822542
164,0.13260799449981486
165,0.10471316021844022
166,0.12216866676431071
167,0.06182370772029734
168,0.2298131259252638
169,0.3465057905355081
170,0.16564125284539621
171,0.15353044332839977
172,0.17027634474803977
173,0.260247062154628
174,0.31750090966473116
175,0.2875568936975836
176,0.13219493347404299
177,0.07171924073363427
178,0.2917083646574034
179,0.19456364071459883
180,0.07215178846512423
181,0.13121122838543306
182,0.2927990836152682
183,0.41111872756691237
184,0.21129844377779394
185,0.23674674418165495
186,0.2885997223438747
187,0.3253843416346021
188,0.1871018853189863
189,0.3110440650350078
190,0.3533322919948186
191,0.18449063315636605
192,0.18414604358280706
193,0.11808253146720325
194,0.2340138961319339
195,0.15323920818642842
196,0.10367143551988692
197,0.10693733087550737
198,0.21070226866909386
199,0.31082772038763795
200,0.13420496744178834
201,0.2968510037597795
202,0.3263060146765636
203,0.07200730579586703
204,0.06904367805206423
205,0.2081170884293488
