id,log_recommends
2,1.6996307133097255
3,1.4700479216188511
4,1.7755904224789498
5,1.7606710239578982
7,1.3333852377412079
8,2.7970407967246813
9,1.7760485839082323
10,1.7435512820867956
11,2.5549636588182216
13,1.400919770733108
14,9.737388884104496
17,3.9811311999255246
19,1.4116976680033788
20,1.8265628924948043
22,1.441071594956459
23,1.6376429787783484
25,1.459957024480953
26,1.365033540322664
27,1.6857355554895566
28,1.5440332710840776
29,2.1697566100618433
30,2.255412763759596
32,1.7916804888090863
33,1.4502703683763387
34,1.734109456381118
35,1.8735424553931517
36,1.6298532824490422
37,1.7355892828036523
38,1.3392811301848615
39,1.7249947379242938
40,1.6821773568215777
42,1.756425890044204
43,1.6734092290283265
45,1.2947958008798348
48,1.5212083710771558
50,2.383240222995392
51,6.0365098166228055
52,1.378173401078034
54,1.5893211891328414
55,1.4881712244712428
57,1.287933505261875
58,1.5798912254230235
59,2.289663812453243
60,1.6344853758962337
61,1.3153871066635112
63,2.9392398691113364
64,1.5277269849360247
65,1.3523705290210193
66,1.322111394523114
70,1.4825713812918786
71,1.8330238862397101
72,1.9092776942800043
73,1.312798344831016
74,1.2519120216985324
76,1.2607767509091996
78,1.1625327149780498
79,2.194457799850029
80,1.576018925610991
81,1.6010233203125024
82,1.2619081750226173
83,1.4460750150226482
84,1.5999253949462253
85,2.292821144088683
87,1.2364643794466343
88,1.3932776598154513
92,1.669346111912417
93,1.3040998074095886
94,1.317664695904683
95,1.2839316862535257
96,1.3053719247782545
97,1.3222264232181131
98,1.486471216501308
100,1.4078926332017487
106,1.2258163129697595
107,1.3235704879333599
108,1.27419932378192
109,1.4443768747327914
110,1.4106139004143756
111,1.7551564530824613
113,1.239948690336582
114,1.2567097549969775
115,1.0927418538399676
116,1.5024152802791795
118,1.3362591087700968
119,3.3669187209985663
121,1.8972661849360328
122,1.874164574754442
123,1.1259791357314015
124,1.4555385942534227
125,3.0044304021890125
126,1.4318438223701218
127,1.4225741326480186
128,1.4048183413308177
129,1.6944377925477991
130,1.4727066996957445
131,2.154606266710711
132,1.360952741906535
133,1.26138459178102
134,1.275728005032408
138,1.2483092054040037
139,3.2179290484833167
141,1.326703109867073
143,1.6119715579868057
144,2.9185122995722206
146,1.3255334736095838
149,1.2554247982850357
150,1.4172225421494673
151,1.5904022950758137
152,2.2558526121323523
154,1.3883333514501168
155,1.2345431714629294
156,1.7867976584075913
157,1.3557787330680287
158,1.3017298060296463
159,1.304231528141922
161,2.481727772336206
162,1.3640537980102925
163,1.4104051450053956
164,1.2563956168271357
165,1.7152657073213717
166,1.4728171568403128
168,1.63728764880665
170,1.4059060916320707
171,1.968364510048877
172,1.4881399732036684
173,1.4179327485349287
175,2.583623833364749
