id,log_recommends
2,1.9576367383374849
3,1.7688860532207307
4,3.4069688646634964
5,2.9669930533452646
7,1.7288578704557862
8,3.165034639227771
9,2.03029885209701
10,3.176341300546764
11,6.833288250727654
13,2.1945916658586917
14,10.85901922875673
17,8.242082149110564
19,1.6768532976925834
20,1.9637167921141994
22,2.777163269281803
23,2.4701428920525488
25,2.671219206939164
26,2.178973730216104
27,2.2092277056517444
28,1.5790035760071848
29,9.683099051502195
30,4.895718266757995
32,5.394187581135173
33,1.5892178866129159
34,4.504531995084528
35,4.379112157175744
36,2.7951534312444024
37,2.743150287723104
38,2.0014621731072966
39,3.746829441148054
40,2.182744434630256
42,4.061799085620391
43,1.8120594207654017
45,1.7032224234617703
48,2.560329599477946
50,6.04875823159589
51,8.350187552602234
52,1.2918031072784844
54,2.926236130125865
55,1.4278759637131802
57,0.9759343101581195
58,2.673974654130468
59,5.142961084131971
60,1.9594503495295734
61,1.9022910965112132
63,3.701107132902285
64,1.779387137069006
65,0.7444668160353979
66,1.4384354070326362
70,2.414306301292663
71,5.856223840162768
72,2.5927834765396147
73,1.521934160557189
74,2.4059407708977565
76,1.154535386183863
78,1.163963509976009
79,2.1382184878182597
80,2.0818709820563126
81,2.55967679866572
82,1.8756176152803525
83,1.7460079313672159
84,2.235755047783332
85,2.455835428254357
87,1.1215088879472503
88,2.1458205070354226
92,1.5537370047336199
93,1.0450722272354198
94,1.7580003528957073
95,1.279878306032944
96,1.7964814466137204
97,1.3792363824969456
98,2.336352610849465
100,1.5523501369170358
106,1.6793637475742407
107,1.2054645363522272
108,1.3696483115673017
109,1.9369585788119341
110,1.348138834312302
111,2.8661194304108117
113,1.222630884962469
114,1.8151479871267646
115,0.972139467239849
116,1.7480694367752165
118,2.2143413492013058
119,5.996722080354353
121,2.9128442228174936
122,3.5753997926309133
123,1.0835600904154332
124,3.0653139659048296
125,5.718662789489044
126,1.8978772030162137
127,1.0824543401446889
128,1.5505954213908597
129,4.162188426448047
130,1.4715599079100754
131,3.0914894579520062
132,2.0562789202666343
133,0.9640260132851887
134,1.0993290069492656
138,2.3697275719603184
139,5.156432683497339
141,1.686560081756433
143,4.115506858772239
144,10.85901922875673
146,2.1154869026035166
149,2.7282080452639104
150,1.9135343937807912
151,2.518496256999095
152,2.8913687328811384
154,1.9587666206752126
155,2.239993580467234
156,3.48872730272547
157,1.0742492011096119
158,3.5268143039160504
159,1.2424484634254562
161,7.714417648916217
162,2.2523294685535404
163,1.4636202649074501
164,1.628448954271972
165,2.7038535602448306
166,1.778602600344621
168,2.357830696690648
170,1.9496015141986438
171,3.311373307934164
172,1.7338597625977827
173,1.5540555534697202
175,3.70069633281036
176,1.7986187334189558
178,3.0895022691802003
179,3.798100221464719
181,1.9302045852131138
184,3.6502548971803774
185,3.3765787745532876
186,3.308993286246088
187,1.1287648705337046
188,2.1886720717798283
193,1.4033370395048208
194,2.1512498525455594
195,4.2952424362434805
196,3.0976104757907796
200,2.0708393330542965
202,1.7893653430013687
204,1.3376816451169606
205,2.135705420849589
206,2.2876200553420887
207,2.306427982932037
208,1.2515577807238538
211,1.8023961966950708
212,1.6569855204608508
213,1.7728208880134924
214,2.5678860197240017
215,0.9706512898110137
216,1.9951415495894436
217,2.160139925668506
218,1.159952435038013
221,1.943813956364539
226,1.5664579691599396
228,2.180700160986776
230,1.4162095902053045
233,1.0730134515894103
236,2.103839481705464
238,1.8408124075142287
239,9.268355837138897
240,1.233008354611643
241,1.5614517539227857
242,2.2577076853101476
244,4.153394700569252
245,2.828300496522816
248,1.5375127294786965
249,2.3462610064755944
250,3.5257282123771274
251,1.7187065463680298
253,1.1462330991399872
257,1.3497211289993571
259,2.850054166815145
260,1.5716012436041653
263,2.4144849665694927
271,1.8038422982540339
274,1.2443098016392509
275,2.139769258308304
276,0.9336646054972009
278,2.5745145704135304
279,3.9337650686654593
280,1.748314183628245
284,3.6816425584413133
285,1.4712847519351817
288,1.2486437971043371
289,1.2123334820420986
294,3.342606861453356
295,1.941020760684305
296,2.4296907843089315
297,1.1729758720236731
299,1.8705041622298886
300,2.3325684511573264
301,1.6919860221343557
303,2.705235582490727
304,3.081033214546663
305,1.2168955688363325
307,3.052399491978912
310,1.6407197212690297
312,1.5914618557988902
314,1.3736686396812172
318,1.4478822911253917
321,2.293589367842247
322,2.010601638661417
323,4.085707876171297
324,1.6034747608663895
325,4.579354274106631
326,0.9897568223662023
329,4.296647210188154
330,2.0579143119903223
331,1.8103279197485096
332,3.5099472188498604
333,8.765284706082756
334,1.454921576706423
336,1.476041732750827
341,2.941968749714632
342,8.471876239393948
343,1.4330470764768861
344,1.564257076845165
345,5.0395308881335765
346,1.9413158182637371
347,2.2954020193459135
348,1.3216249470417558
349,1.8555905477916743
350,1.5983949987546404
351,1.4921036949451643
352,2.3294938215342462
353,3.7447954650360016
354,4.828597244917915
357,3.9818319406800886
358,3.539947866288173
360,1.7047491946445388
361,2.784178898705202
362,0.9741870019300775
370,3.4281919708536543
371,1.5896343162491087
373,2.0431280677619723
375,3.5785761577441546
378,1.222895001757208
380,2.4288041090007466
381,3.462677036910432
383,0.808231299232229
384,2.0493568249590894
385,2.131954149053773
386,2.0716367596923
389,1.3789316049355749
398,3.361529235338174
404,1.5711031249659182
405,2.6665886597763704
411,1.4604710198114412
412,2.5668590707196057
413,1.6060536163625128
414,2.1890244763511917
415,2.2477056840614247
416,2.1394418986554347
418,1.8879791042540273
421,1.2043752888254262
422,3.30807682204195
423,2.5135572980208125
424,2.2518700402052403
426,1.8674222426074634
429,5.793878910447913
