id,log_recommends
2,2.946396799773154
3,2.799150560766502
4,3.203448865830561
5,1.8770192250750495
7,2.3741915985821955
8,3.270909235731811
9,3.3438137603624867
10,2.994121900205181
11,3.0222875151199684
13,1.6293578823558073
14,3.8873162130424705
17,2.803837459151973
19,2.126924415807097
20,2.305632402523437
22,4.681679906962614
23,1.3403382399715489
25,2.7826313255027397
26,1.2945744097273675
27,1.8298134101715575
28,1.3036864732875593
29,5.074048400218285
30,1.4091419879743274
32,7.60938230711193
33,2.31202092182164
34,4.345787564740557
35,3.8387469567442554
36,3.0421454298237314
37,2.467831920009224
38,1.4445270977392246
39,2.3295800144002015
40,1.6805245889483194
42,2.0412982448963195
43,2.0780002230171317
45,1.5605229664708697
48,1.890206344317964
50,1.697853829056078
51,1.6777791762318768
52,1.427212155737369
54,2.425153933241044
55,1.4269253149225334
57,1.5404213763428665
58,2.7355732179456225
59,3.198612109683801
60,1.343267394358182
61,1.4779973063090117
63,3.006988260675694
64,2.195478460012056
65,1.141762361699437
66,2.034583236231578
70,2.2526943754841096
71,5.261146664263535
72,2.008650292002397
73,2.3398316913283534
74,1.8121717719323394
76,1.5672178855398082
78,1.0873298369852267
79,1.2351445404088848
80,2.2928417795718397
81,2.121000688089533
82,1.9714927560607818
83,2.3291793610948965
84,1.650367515867987
85,1.9463386650613743
87,1.2610667629120107
88,1.4461400898624972
92,1.5352373584544745
93,1.6002534132729191
94,1.678081203665252
95,2.37041015178782
96,1.799115220701473
97,1.9041619680417907
98,1.3310179161619116
100,1.6241409015271717
106,1.4128232395254479
107,1.87672643291432
108,1.424638361344493
109,1.392645255324577
110,2.0809863748812787
111,2.0686578182575115
113,1.37931500121136
114,1.4542524666882408
115,1.141069522243933
116,1.7115459047774653
118,2.2688611282949283
119,2.47986965418684
121,1.7214139206165922
122,3.257490129735022
123,1.3083829690839943
124,1.8519367807922136
125,2.2575654542062997
126,1.8250858006789763
127,1.271439851996221
128,1.8539305372169421
129,3.2675059909136777
130,1.4126198076264045
131,2.3792706710844214
132,2.770037893307271
133,1.4585546797150113
134,2.83932685161715
138,2.6548363118338134
139,2.945972549180762
141,1.972287427757066
143,3.6211331437807126
144,3.9119149064263916
146,1.3929140617978448
149,3.2115734872967723
150,2.55353583324737
151,3.2979596850412394
152,2.278460510014094
154,1.8556406494128335
155,3.0698048720921323
156,3.6900610402913734
157,2.9343647783734075
158,1.5390910270673517
159,1.775560237698339
161,3.429505219849621
162,2.0553229728437112
163,1.723341260939561
164,1.560079840875205
165,2.1255487407889273
166,1.8538100356483664
168,2.3160010197101304
170,2.967782378473042
171,4.177387286356935
172,1.3207767361305909
173,1.9481690835684504
175,3.9842058198624604
176,1.4525287456313836
178,2.3606216609346897
179,3.6465882338156708
181,1.3046646048960282
184,1.7996856306316324
185,3.530127537867322
186,3.4329982338058738
187,1.8539379529539224
188,1.530387543904857
193,1.7728634362253812
194,1.6832374624545867
195,2.2114181354867632
196,1.8980670002262174
200,3.2980091548075374
202,1.3169046226773595
204,2.04558947542563
205,2.1098355372101865
206,2.9416304427614377
207,1.8113130060560347
208,1.478220500753021
211,1.7819673379346965
212,1.4371370861401906
213,1.724453174606476
214,1.7438058591576542
215,0.9936462708463415
216,1.5350884476529951
217,1.8275019871481972
218,1.0830433555033792
221,2.5734643827216592
226,1.578570988294582
228,1.4508694537410904
230,1.4535255222061618
233,1.5570842471088169
236,2.167624787276714
238,1.3232846275819956
239,2.369192074042599
240,1.9037469059761665
241,1.3285803949922221
242,1.1768248421511733
244,2.071069208978143
245,3.3364921480185137
248,1.3025241034474069
249,1.9470628377325427
250,2.012572994073683
251,2.038874622498134
253,1.2367821916292683
257,2.0077064481858278
259,2.3147877530794205
260,1.2387613882997204
263,2.2858775528376865
271,1.3043084800721418
274,1.554041567032678
275,1.7655689681570441
276,1.416202509175056
278,1.3353320666694273
279,3.2331988396773066
280,1.3960711917563275
284,2.237322861526343
285,1.3472116337878492
288,1.2652933594534141
289,1.6304760053354366
294,2.4152891239481327
295,1.349155714308956
296,1.8853604070535992
297,1.7265410258430127
299,1.734955908313305
300,2.0764319249557697
301,1.1474694046698164
303,2.239762873010084
304,2.3475799757568856
305,1.4789376115812052
307,1.581234703862081
310,2.0949318017913052
312,1.3635314654387272
314,2.024672582841515
318,1.4113179724020337
321,1.760002096073142
322,2.0647083880493025
323,2.340222475850404
324,1.7305339456595465
325,8.675864716493626
326,1.6852922653336735
329,1.951354994030996
330,1.5134744985274144
331,2.6961019294638455
332,2.142912746335188
333,5.080989367451611
334,2.4659521483701274
336,2.407745903315971
341,1.7382676259495953
342,1.7366847852357696
343,1.7761444931212889
344,0.9248728595979501
345,2.896873349441967
346,1.1153195993186382
347,2.9142164955913104
348,1.0289182421475358
349,2.1938851211020958
350,1.3568190142531276
351,1.797173225129486
352,1.7596360537068845
353,2.9816325915023563
354,3.0596514370030965
357,3.8289055301814496
358,4.096176591635007
360,2.376039438362361
361,2.108717620649522
362,2.1176648589926823
370,1.6738042002111435
371,1.7410388930059015
373,2.340814627040762
375,2.3062573135761437
378,1.637231981972932
380,1.8369378989997063
381,3.078320019622501
383,1.5044734953246282
384,1.7281042527248711
385,1.8450788247101377
386,1.9623367843389103
389,2.077362374863367
398,1.626500867036522
404,2.208286775081578
405,2.039541443518986
411,2.0705183778323453
412,4.395687734455379
413,1.6523012281966711
414,1.7233481543183915
415,2.044470843956171
416,1.477090094505463
418,1.995756147829988
421,1.630595034428335
422,7.240382235770907
423,7.776777116607408
424,1.800792777707301
426,2.0455731107752855
429,4.874526638790286
430,1.1039360274217411
431,4.310944406715556
432,3.327116456898254
433,2.0708186247645073
434,1.3101609601386943
436,3.1399189892957304
438,1.7397301239172147
440,1.7245859626131934
442,2.8963577518753114
447,3.088575557513147
449,1.6893131057305382
450,2.6005318973279326
451,1.6014028078069085
452,2.0452376642924817
453,1.7613666263847967
455,1.628349621915429
457,5.437883920547435
458,1.3503218885608506
459,1.681375149564015
460,2.036347984805352
461,1.386382726368749
464,1.1832051677385045
466,1.5772408136988156
467,1.0907417833876576
470,1.186285503876348
472,4.285383301609366
474,1.770170730776895
478,2.0286509185806607
480,3.4750018104172464
481,3.2585098837288036
482,2.7172708156788943
486,4.6261916877898
487,3.6765984849961244
488,2.278519750757481
489,3.2190748351625045
490,3.3996415513810483
491,2.4219596858284773
493,2.650838486629776
494,4.538606379218351
495,3.3707693092886593
496,3.5560059824357357
499,2.4751475242453544
500,3.479435263451243
502,1.5947500252928506
503,3.0114750242233836
504,1.519107513135538
505,1.8883454077305406
513,2.851299912661685
514,2.8891750166335113
515,2.23262494810819
516,2.0548215352162154
519,2.1018501906387996
521,3.2591420959688517
523,4.0083672947879805
525,4.193975119253822
526,2.792968475690137
529,2.5594797111401895
530,2.537879779583807
531,2.7349933378928757
535,2.259898724246987
536,2.160044881602761
537,1.1594804304564006
540,4.389366888744712
541,2.4797679816153204
542,1.7718886294318987
