session_id,target
1,0.0004962058586340196
2,0.0001127652430601295
3,9.718552932298117e-05
4,8.184250083412717e-05
5,0.0002890741020086825
6,0.0003815296346464752
7,0.003014758921955117
8,0.0003857853756469935
9,0.0004795792715086811
10,0.008393877604552591
11,0.00011505291943444963
12,9.885319217630698e-05
13,0.00028193911721845287
14,0.19104505093309973
15,0.0032896313998582835
16,0.0018861291513269218
17,0.0037957062077574465
18,0.00012111739207605217
19,0.0006605132107144086
20,5.1549361872092225e-05
21,0.004819596523541859
22,0.0002642192777058393
23,0.0003250429886856531
24,0.029991862441813996
25,0.013410294722669908
26,0.00025586911038709816
27,0.0010849254787264697
28,4.834219764212304e-05
29,0.01103574075821925
30,0.003415611480712297
31,0.03037795255001442
32,0.011044262630230702
33,0.0007506739544184672
34,7.760067895906305e-05
35,0.021641169284825217
36,0.0003034329479012443
37,2.1561357008539833e-05
38,0.00015762724561594517
39,0.0004934437752244352
40,6.371275193960837e-05
41,0.003437259223505662
42,0.007571994126135949
43,0.00015140437087377858
44,5.5754551782900175e-05
45,0.05384679218874921
46,0.00303739079016391
47,0.0012678553996687601
48,0.00036193863647178637
49,0.0005459032833811826
50,0.00029459601389293373
51,4.2189230757770955e-06
52,2.876926032039266e-05
53,0.00425391238579975
54,0.0013534837510657805
55,0.006424438963522249
56,0.026089545911107244
57,4.6827454645845166e-05
58,3.2564430922405034e-05
59,0.00019933124045968276
60,7.411865477271673e-06
61,0.00039324591871020743
62,0.0006790986713697864
63,0.0003039829182437822
64,0.002446435309718015
65,0.000341661977862709
66,0.00013101342119807918
67,0.0006862804609735892
68,0.0036254173428886503
69,0.011640102119450449
70,0.00023619589286703627
71,0.0072574574282075486
72,0.002761768093089412
73,0.3212839409918041
74,0.0004102490675299732
75,0.000301755137551346
76,0.002374327319639609
77,0.0010643721506428858
78,0.004693181938315088
79,7.955174209159486e-05
80,1.2871400684070273e-05
81,6.243132659443582e-05
82,0.0014064836725680957
83,0.00010961991309256348
84,0.18220325562656475
85,0.00033105652626785295
86,0.0001883723390057824
87,0.005718070599464667
88,0.0014445612216485726
89,0.0004951444258500726
90,0.021509158030276743
91,0.00017008208738876458
92,5.480543516314674e-05
93,0.030781886636431433
94,0.00016580962744422258
95,0.03945040643960963
96,7.330587031653565e-05
97,0.00794741231044197
98,0.00012400653172479044
99,8.883092994046502e-05
100,9.535218985301332e-05
101,8.449644961975934e-05
102,0.17142636063245412
103,0.00026730556016585084
104,0.0010786147443044656
105,0.0030784993322932244
106,0.0002654426473267939
107,0.007451138702297347
108,0.000951798294089762
109,8.953675001904617e-05
110,4.834404920608954e-05
111,0.00033466679659541995
112,2.730832322658703e-05
113,0.0011358382206345242
114,3.470498156439678e-05
115,0.00013375956423489555
116,1.6712797475444644e-05
117,0.0014200756953764574
118,0.0016709466830235479
119,0.00031870698685274637
120,0.005459287590159616
121,0.00011428450131436284
122,0.0003573110348015033
123,0.0001630655343468689
124,0.000421592171695981
125,0.0038433996638576984
126,7.424822474273606e-05
127,4.764674147430836e-06
128,0.00015636839536901424
129,0.003029312029484655
130,0.006356450867775428
131,0.001013626515688764
132,0.0019621944035463595
133,0.0051753918391827265
134,8.326855859287966e-05
135,0.00022675744012820348
136,0.006420242395853424
137,3.641087445037993e-05
138,0.002798606087076356
139,0.00019754426640817527
140,0.0003417056298174
141,3.547143188195283e-05
142,0.00011254504597253451
143,0.0013379098311349339
144,0.0008554059600137724
145,0.00015339213287646406
146,0.00211683899325799
147,0.00015465242759795053
148,0.009769166703261034
149,0.0020527046333558055
150,0.011800311746070052
151,2.2976175131101446e-05
152,0.01828315206693728
153,0.00023099956174260056
154,0.0007149510658955521
155,0.00043601823500752623
156,0.00033504456885685333
157,0.00032284406942718696
158,0.008717736240376252
159,0.0006713266885079246
160,0.00025872527916084555
161,0.010750852051580278
162,1.4396018404407719e-05
163,0.00166910964019838
164,0.0007545826588504241
165,0.0003260760995261094
166,0.0004071706822209436
