session_id,target
1,0.005621686953164874
2,0.0002700018944116492
3,0.00024753424915566473
4,0.0003297829038355901
5,0.0006007963614799336
6,0.002602533331041203
7,0.004341509701720496
8,0.0012038759109432894
9,0.0037060664064903505
10,0.09336917268615369
11,0.0006468594874048976
12,0.0005965791827180426
13,0.0019252316971800877
14,0.28807834841652186
15,0.0024812203816391458
16,0.005082651752545137
17,0.010229378011110362
18,0.00041241994940994424
19,0.006684661958210165
20,9.890704688035456e-05
21,0.04814569015328505
22,0.00010406323902345342
23,0.00025162576694013033
24,0.003373459263011857
25,0.0448647806982752
26,0.00020895991953701577
27,0.0037040709170269425
28,0.0010562485973015258
29,0.019281955361853235
30,0.002656302534907858
31,0.009390302837851415
32,0.022647671994513934
33,0.004131960570494348
34,0.00010083221623127223
35,0.010385339206358308
36,0.0018060770361351384
37,0.0002872590882718014
38,0.0002104336310856273
39,0.002656302534907858
40,0.0005281856999079768
41,0.00385704450675559
42,0.0013747523252403806
43,0.0005578599796236172
44,0.00031592334945081157
45,0.031756969167699545
46,0.0013749484960195347
47,0.009782092984724159
48,0.00589305855155376
49,0.0007524600769117851
50,0.0013456993605911718
51,0.000177861257665849
52,0.00023883537280921532
53,0.028350840411622565
54,0.0017436094835940959
55,0.002287977482993636
56,0.007778097555556532
57,0.0007400589704160705
58,0.0008468772546841496
59,0.0008373164586109996
60,0.000103551491098665
61,0.0015895524691017515
62,0.008803768589760997
63,0.0013276971640847318
64,0.003011639928582184
65,0.0006728190346087553
66,0.0002003457145591708
67,0.005880320719774335
68,0.001007996718295271
69,0.10354133621978184
70,0.0022387780774819495
71,0.002666822871539753
72,0.0008373164586109996
73,0.03258433004461673
74,0.0002700018944116492
75,0.0006348675109904215
76,0.0026082298649074886
77,0.0013153257217719833
78,0.003614976403808452
79,0.0006350708509271821
80,0.0002506070812206875
81,0.0014080837635139464
82,0.0008613792066754755
83,0.0007662384998190834
84,0.3023074103688515
85,0.0012166101985737082
86,0.00029346732036394533
87,0.004329929698430555
88,0.0038900848583726002
89,0.0018452847452898073
90,0.04757122801291818
91,0.0015339291330323664
92,0.0003148127604692938
93,0.02740475828427914
94,0.003644552833379021
95,0.03783826497274081
96,0.0001538861763505335
97,0.0030062176568570543
98,0.0007179023875137978
99,0.0014288319723691273
100,0.0006019117910200544
101,0.001500256141332732
102,0.06975478264473017
103,0.006460370670155506
104,0.017906599870284767
105,0.0011955281098797845
106,0.002465573635362568
107,0.0015705641610859356
108,0.0016914146259486167
109,0.0008024441335212079
110,0.0020355661431451736
111,0.002852395193340441
112,0.0005932668932384717
113,0.009212720887839788
114,0.0002571781883469133
115,0.003186464983023374
116,0.00042807757670301175
117,0.004031970401988206
118,0.012675441426571756
119,0.004353427154661725
120,0.0026822036559441863
121,0.0006932130565255579
122,0.002656302534907858
123,0.0030920015956391544
124,0.0009314409586095247
125,0.0029665051426572705
126,0.0002624107367928162
127,3.008923781831007e-05
128,0.0016376603082155607
129,0.005169885052853508
130,0.004307988683308635
131,0.007089715671465613
132,0.004341509701720496
133,0.00222116583988083
134,0.0006171050219288657
135,0.000739709924660916
136,0.003011639928582184
137,0.0016719707877366002
138,0.004176510014472158
139,0.00026523885177886033
140,0.0036015010234471175
141,9.890703932611687e-05
142,0.0015170975437011971
143,0.0031367916186727475
144,0.002260217895785998
145,0.0002700018944116492
146,0.006689612044803347
147,0.004196110663898135
148,0.0040528668474621625
149,0.004177509201207919
150,0.04620233286473769
151,0.0005902966262053766
152,0.029139367687768397
153,0.003188005804890076
154,0.006672292952580624
155,0.0016868552708362088
156,0.0024246536135978654
157,0.0024776620728785975
158,0.003011639928582184
159,0.0002574684205545234
160,0.002656302534907858
161,0.004151180684939373
162,0.0001419979992595334
163,0.0020714686986349363
164,0.0031930806662277093
165,0.0006875112134575923
166,0.0017132098979826442
167,0.012050933573780166
168,0.004177509201207919
169,0.0015873086139307755
170,0.0005739887858490607
171,0.0017647312705343881
172,0.0011453644288660309
173,0.0016571428829162218
174,0.0017133050809357334
175,0.15563037289616966
176,0.0039049799812065286
177,0.009971948631488394
178,7.250245318415355e-05
179,0.0002764076297280283
180,0.0032217620587420216
181,0.004439608498986528
182,0.04315720234090167
183,0.0011120952535894491
184,0.0006132802328243095
185,0.009634004009128332
186,0.001926688871205737
187,0.0012127633793229445
188,0.0003570993043598971
189,0.004371193886207702
190,0.004119966102095263
191,0.0014684703061968846
192,0.0019233895023357361
193,0.0034652780621572676
194,0.014985718403209426
195,0.002973238993553074
196,0.0001467182811060933
197,0.0025595360056106763
198,0.0019675626600782377
199,0.0059338236982733866
200,0.00018268606212094247
201,0.0013749484960195347
202,0.02004828571810228
203,0.0002624107367928162
204,0.004778975254726397
205,0.004041293521686991
206,4.174426537967873e-05
207,0.0018303829557017657
208,0.04200565817637338
209,0.00017204323516368492
210,0.0047662634342721675
211,0.0006704910556635969
212,0.004996332946229988
213,0.0006903454459614674
214,0.016008267880524826
215,0.0559386577294089
216,0.004057624650103519
217,0.011436045900877717
218,0.0015873086139307755
219,0.007789926092127944
220,0.003188916719676201
221,0.002270902108640852
222,0.002836130515256621
223,0.03170862943372101
224,0.0015873086139307755
225,0.0158213713105167
226,0.0034813603752027506
227,0.0032791385036406756
228,0.000764449972628716
229,0.0011068884775017748
230,0.0012293916063653649
231,0.001726477765862966
232,0.002526749989058722
233,0.0014939074178818802
234,0.0071179972091739985
235,0.00036669489026040563
236,0.004638001657479416
237,0.00346323217973589
238,0.0018938260555662638
239,0.002656302534907858
240,0.005528898050146805
241,0.0006132802328243095
242,4.169172624989669e-05
243,0.00018851063516285837
244,0.00264737842367413
